# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:90": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:90", "device connection": "BTH98:D3:B1:FD:3D:90", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1281, "comments": "1051am 3/10/22", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-3-10", "time": "10:47:53.280", "channels": [3], "sensor": ["EDABITREV"], "label": ["A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
2	0	0	0	0	37	
3	0	0	0	0	37	
4	0	0	0	0	37	
5	0	0	0	0	37	
6	0	0	0	0	37	
7	0	0	0	0	37	
8	0	0	0	0	37	
9	0	0	0	0	37	
10	0	0	0	0	37	
11	0	0	0	0	37	
12	0	0	0	0	37	
13	0	0	0	0	37	
14	0	0	0	0	37	
15	0	0	0	0	37	
0	0	0	0	0	37	
1	0	0	0	0	37	
